projectMainBranch,newContributorCount,hasContrib,readmeUrl,recentContributorCount,recentCommitCount,originUrl
44416403,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:48f0bdb02868c66399b8508d1d43d0a155ed0943/raw/,9,83,https://github.com/jackfrued/Python-100-Days
44979623,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:b045d56cbce821359fa63a450d3485b51b78bd8e/raw/,3,31,https://gitlab.com/tobimiller/mascor_px4_control.git
45591817,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:9886620e20db1b213feacdf1f21bf1147b904ad9/raw/,0,0,https://pypi.org/project/bandit/
45621948,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:fe52e10cf63cb681e6080af5fff73b3379487489/raw/,0,0,deb://Debian/packages/python-daemonize
36067034,24,TRUE,null,89,2875,https://github.com/sympy/sympy
43968580,5,TRUE,null,17,146,https://github.com/GoogleCloudPlatform/python-docs-samples
43151479,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:60a1739ddbb32566d65d6aae1fb5c059a73b037c/raw/,5,87,https://github.com/NVlabs/SPADE
43160692,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:d09bdb41c3859c44176616056e4855a5167c8f68/raw/,3,114,https://github.com/OUCMachineLearning/OUCML
44225462,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:69f6c50d81318c641a24066c2f1315f6241d3e64/raw/,6,45,https://github.com/arrow-py/arrow
45351122,8,TRUE,null,0,0,https://github.com/heartexlabs/label-studio
45683823,1,TRUE,null,0,0,deb://Debian/packages/python-twitter
45586559,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:c96c30d39b8de3afb13b707ec11f097e9cf22cc7/raw/,5,62,https://github.com/victoresque/pytorch-template
42744464,1,TRUE,null,5,8,https://github.com/google-research/arxiv-latex-cleaner
45118390,4,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:3f88ad23e07b2933114199c10c01d5eabf52dbfa/raw/,2,8,https://github.com/iGhibli/iOS-DeviceSupport
42247351,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:a1f3664e440e3a1767f2d0b7d1c43cf0a663d394/raw/,0,0,https://pypi.org/project/pymongo/
44112491,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:98e1892ad05349a36000eec825affe82eb5721dd/raw/,0,0,https://pypi.org/project/sshtunnel/
42175679,1,TRUE,null,5,67,https://github.com/idealo/imagededup
40673136,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:bb8fecb280910336cc645868916633d3cc47c3be/raw/,5,26,https://github.com/graphql-python/graphene
40509362,10,TRUE,null,30,415,https://github.com/pypa/pip
43723320,12,TRUE,null,21,244,https://github.com/jupyterhub/jupyterhub
44565362,5,TRUE,null,19,2354,https://github.com/PrefectHQ/prefect
41564788,3,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:060b19efee615b2ac57f3c08f8ecb3cfb6f38f6a/raw/,16,34,https://github.com/pallets/jinja
45530843,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:dec449a240b124a761bf26add1415c097fb9e29d/raw/,0,0,https://pypi.org/project/XlsxWriter/
45269223,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:318986cd1ca709a35a7df71c3861acdc348073a2/raw/,4,16702,https://github.com/openstack/openstack
44556595,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:80b6bc4030ef049c8db7ef388dd8d8f1c968a035/raw/,0,0,deb://Debian/packages/tryton-modules-country
43919692,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:87755c107fbc784af5bd14e447100a1e007c9e18/raw/,0,0,https://pypi.org/project/Flask-Cors/
41171238,7,TRUE,null,0,0,https://github.com/uber/causalml
40555460,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:b9cc7ab2c51d2b197ad82b2cebf419a2dbed4bb6/raw/,6,217,https://github.com/EnableSecurity/wafw00f
45662235,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:7d8cdee5cf6edbeefb31f738e54f567c6e5f4c85/raw/,3,5,https://github.com/NVIDIA/Megatron-LM
45676449,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:373c8dfe63ae79749476a8f337f82834cdab7637/raw/,0,0,https://pypi.org/project/snowballstemmer/
45651246,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:7f39a3c84e486c6406a21148ec104f50fc76c3ae/raw/,3,29,https://github.com/drduh/macOS-Security-and-Privacy-Guide
45235047,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e289e7d9c238cd98a5b944be653024c7a5635c3a/raw/,0,0,https://pypi.org/project/azure-storage-file/
45540118,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:8a60851d9a04413bd57a164c0fd8f89cc0012dae/raw/,1,2,https://github.com/benfred/implicit
45651590,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:3aff6ef0a2df2a58f9ec5f4a0cd525ff4063b78f/raw/,0,0,https://pypi.org/project/django-extensions/
44775847,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:fb3724bf03daad0cfe540dec03e0df3efba34175/raw/,2,8,https://github.com/hankcs/pyhanlp
45162014,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e43308f5d529cfd6f2735c2c439babb848b925ee/raw/,2,56,https://github.com/yzhao062/anomaly-detection-resources
45678152,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:5459529d4231854dab7ba282ae786995da8f327b/raw/,0,0,deb://Debian/packages/pyosmium
42890167,0,TRUE,null,1,1,https://github.com/burnash/gspread
43629186,5,TRUE,null,15,798,https://github.com/plotly/dash
45619645,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:a8ba4964310143ae633cf329d1ec5d9b1d56378c/raw/,2,16,https://gitlab.com/tractor-team/carburetor.git
39934481,6,TRUE,null,12,122,https://github.com/nicolargo/glances
44605878,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:db489f80f7b4c8a6e2a2e36f673193b6c01222ef/raw/,2,181,https://gitlab.com/DukeValentine/nhentai-downloader.git
45351410,1,TRUE,null,5,56,https://github.com/jazzband/django-taggit
44254030,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:0d5970f90e4994056077ea04ac4c91a90c0b4e2a/raw/,0,0,https://pypi.org/project/prison/
44045880,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:104ffaaff79913b2c7b8dc5ede307b9ac4ed9c14/raw/,1,3,https://github.com/yunjey/pytorch-tutorial
44670746,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:d5d21657fa4c329ba248b89b496f2ba0c4bf8bcd/raw/,3,15,https://github.com/rtqichen/torchdiffeq
45528622,0,TRUE,null,8,37,https://github.com/jazzband/tablib
45519444,0,TRUE,null,2,14,https://github.com/rossant/awesome-math
45632811,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:eeaf3d5c52db0b8c024ea5f9e393cfd531ad1b9e/raw/,0,0,https://pypi.org/project/azure-mgmt-signalr/
42419091,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:a60b6b49df6b9db38fb09ebc5c8b13ba95835312/raw/,3,94,https://github.com/ubuntu/microk8s
38902679,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:1febe6b1a27abf5a3c4bda4775619c7af7a13d3b/raw/,5,40,https://github.com/openatx/uiautomator2
45240429,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:6a57e1521d6ce867aa0c2304efab4eeeb5c83bd6/raw/,0,0,deb://Debian/packages/gourmet
41770953,1,TRUE,null,5,128,https://github.com/deepmind/sonnet
45691338,1,TRUE,null,4,23,https://github.com/dwyl/english-words
43375697,0,TRUE,null,3,176,https://github.com/simonw/datasette
45103181,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e27e79f2fefaf4f782d909c8562dc795b853b161/raw/,3,133,https://github.com/xmendez/wfuzz
36443957,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:bd77cf9b86cec90df599b45ab796f15eba0bda75/raw/,7,124,https://gitlab.com/elixire/elixire.git
44458645,4,TRUE,null,8,70,https://github.com/albumentations-team/albumentations
43370031,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:468fb1baa21d01bbc8ae0882f22fad8649c49ac9/raw/,1,30,https://github.com/lazyprogrammer/machine_learning_examples
45647870,0,TRUE,null,1,9,https://github.com/facebookresearch/Detectron
43925272,0,TRUE,null,6,402,https://github.com/ytdl-org/youtube-dl
44069493,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:f535ebeed0d4c3b3d846b3ab4ca3059c9776951a/raw/,5,153,https://github.com/automl/auto-sklearn
44428507,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:73d0d56e9933514fbd586f703872676382a7ea6f/raw/,3,53,https://github.com/crazyguitar/pysheeet
41376744,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e289e7d9c238cd98a5b944be653024c7a5635c3a/raw/,0,0,https://pypi.org/project/azure-storage-common/
45190984,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:cf257e4955f9853c00334acbf0126f04a0287c9e/raw/,0,0,https://pypi.org/project/pika/
45590646,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:59304d9254f6566a50e129b8b9ca447b88c98e04/raw/,0,0,deb://Debian/packages/tryton-modules-product-cost-history
45159302,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:4563ab4d381b7d6d18662a900838f0b4207cfc47/raw/,4,286,https://github.com/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch
45196764,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:dadf4c807af4f0dbb3f7eaed48ffdf370d2f14c9/raw/,2,15,https://gitlab.com/raioramalho/bssidfinder.git
43093663,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:c5d5e5958dacdcfd81a770fb48806d7bebbe4815/raw/,0,0,https://gitlab.com/Fahmi.Salleh/venvtools.git
45160865,3,TRUE,null,8,62,https://github.com/jazzband/django-debug-toolbar
43793673,6,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:467d2404b331d2fa2e66cb37c8260bc2474a6ed8/raw/,2,12,https://github.com/sfyc23/EverydayWechat
41135666,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:6378f284dd1c80a3a83e35bdfa3e225c48993bd8/raw/,0,0,https://pypi.org/project/pathlib2/
45678169,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:81c01362b53afee4b45289212c9251966070bc5e/raw/,4,67,https://github.com/lanpa/tensorboardX
44766060,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:7d68da5a7894146acae5a4a19845635039910c90/raw/,0,0,https://pypi.org/project/featuretools/
45602737,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e289e7d9c238cd98a5b944be653024c7a5635c3a/raw/,0,0,https://pypi.org/project/azure-storage-queue/
42182173,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:4eec76a2e29d84448f5e4b5533dc36e93081e32b/raw/,3,127,https://gitlab.com/betse/betse.git
43670200,13,TRUE,null,0,0,https://github.com/FederatedAI/FATE
45283431,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:d31e469601418f33a937d9ca0fd4f4e81f643002/raw/,8,395,<no origin>
45621522,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:5a6e0c30a4dd821fb0ff37964f3737a62c12fb09/raw/,0,0,deb://Debian/packages/seahorse-adventures
44156050,1,TRUE,null,0,0,deb://Debian/packages/mailman3
44191103,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:b9d7a2a3793fde114f4c69be8384613ad09ee41e/raw/,0,0,deb://Debian/packages/python-xvfbwrapper
44287558,0,TRUE,null,4,36,https://github.com/tortoise/tortoise-orm
45637866,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:20de9cabaeeb37384d65bce28d0f753fce0ed23b/raw/,0,0,deb://Debian/packages/python-monotonic
41930296,10,TRUE,null,28,445,https://github.com/sherlock-project/sherlock
45660750,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:8815b5d6a692d5691d39e9383c21361c13145941/raw/,1,6,https://gitlab.com/edleh/pylote.git
42867019,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:3fc64774c92478799381275018e9e4557699e493/raw/,3,37,https://github.com/ktbyers/netmiko
44425110,4,TRUE,null,10,390,https://github.com/kornia/kornia
44794694,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:f72322a52e27a32b4a3886b226b647203e2ee2b1/raw/,0,0,deb://Debian/packages/onioncircuits
45441291,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:c2ddc202e5065975bb6fb5e4576121960652a41d/raw/,0,0,https://pypi.org/project/Rx/
45134002,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:6f22c3ac77faf1c2abee95aca34fa4602757c913/raw/,1,11,https://github.com/tebelorg/RPA-Python
42765086,28,TRUE,null,17,114,https://github.com/openvinotoolkit/open_model_zoo
42774683,3,TRUE,null,14,155,https://github.com/jazzband/pip-tools
43677934,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:914df5fc12164f608b2fe239020a1a684c1b3704/raw/,5,14,https://github.com/avinashpaliwal/Super-SloMo
45530583,1,TRUE,null,0,0,deb://Debian/packages/gajim
43136949,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:d5528a98fec10fdd472764d881bc569b97e78769/raw/,0,0,deb://Debian/packages/tryton-modules-production
45184768,10,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:0d585e6c82d2cf4d1637dfaabbe7d1cbb1b659af/raw/,12,253,https://github.com/doccano/doccano
44901419,2,TRUE,null,4,29,https://github.com/Zulko/moviepy
45618777,2,TRUE,null,11,735,https://github.com/googleapis/google-cloud-python
45363100,10,TRUE,null,8,125,https://github.com/voila-dashboards/voila
45685181,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:0a02485c10fb425d366a1874f2a5d452ad42bce1/raw/,0,0,deb://Debian/packages/python-requestsexceptions
40182677,2,TRUE,null,6,478,https://github.com/stanfordnlp/stanza
44129627,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:eaa68766c26a296e0f10506f2f8eb1eca27a7869/raw/,0,0,deb://Debian/packages/tryton-modules-company-work-time
40512898,4,TRUE,null,4,103,https://github.com/facebookresearch/maskrcnn-benchmark
43007899,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:57004d087400ba9f06ff0f8a16abb50a1332e45f/raw/,0,0,https://pypi.org/project/fastparquet/
44581340,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:b8ea5de9c3389234bc2d93b79e3bb4aac4031e09/raw/,2,9,https://github.com/lukemelas/EfficientNet-PyTorch
41087877,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:252ced71291d751df3f2b7fbb6485f1de7f224e9/raw/,4,576,https://github.com/edgedb/edgedb
45230775,1,TRUE,null,12,137,https://github.com/dmlc/dgl
45675540,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:bf4cb6867b82e0cb087a68af1cf36f60caa1f196/raw/,0,0,https://gitlab.com/diegogangl/IOR_reference.git
41944808,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:addf73652ce8ffe7cc133260013dee6a5930224d/raw/,1,174,https://gitlab.com/Odyseus/CinnamonTools.git
45349705,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:2007f13c7739bd1218ec6b03cde47b5c83266b47/raw/,1,7,https://github.com/InsaneLife/ChineseNLPCorpus
41589756,7,TRUE,null,3,136,https://github.com/PyTorchLightning/pytorch-lightning
43937592,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:42061c01a1c70097d1e4579f29a5adf40abdec95/raw/,3,14,https://github.com/pwr-Solaar/Solaar
44606656,0,TRUE,null,6,202,https://github.com/python/typeshed
45340169,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:292933aa6b57a9059576b2e4763fefa854661476/raw/,16,548,https://gitlab.com/inkscape/extensions.git
45308844,1,TRUE,null,0,0,deb://Debian/packages/lxc
45689884,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:972fe4c2112f979a43ca94bd6b752313cfb19894/raw/,1,5,https://github.com/JunMa11/SegLoss
44878848,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:8499cdb8c0b594cd667a00443dae3b8e09abdb5e/raw/,1,36,https://gitlab.com/romaaeterna/vocball.git
42608485,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:b2a92673df6c7304f3bb891d1b155da6c76eba8b/raw/,6,19,https://github.com/jhao104/proxy_pool
45104998,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:2e35a775c1c0fda037fb3e5208259cd80eb67cab/raw/,0,0,https://pypi.org/project/pyotp/
45621484,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:0a3bfb96fed9db43a94eec231c7663209258b1e6/raw/,4,66,https://gitlab.com/pycqa/baron.git
44117342,4,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:c0197ac5fe114c824e07dc6a446bebacb432ff21/raw/,0,0,https://github.com/UKPLab/sentence-transformers
45109041,5,TRUE,null,13,96,https://github.com/aws/chalice
45258099,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e289e7d9c238cd98a5b944be653024c7a5635c3a/raw/,0,0,https://pypi.org/project/azure-storage-blob/
31170806,0,TRUE,null,7,217,https://github.com/qtile/qtile
44165076,6,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:eafad979ba4849c1ee38f46ba5bf0eead672310d/raw/,1,4,https://github.com/OlafenwaMoses/ImageAI
39864324,1,TRUE,null,5,77,https://github.com/aws/aws-sam-cli
45432450,1,TRUE,null,0,0,https://pypi.org/project/eli5/
42714161,9,TRUE,null,20,756,https://github.com/statsmodels/statsmodels
39309347,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:5a1df8d2a3444e54103d88aefc4cd9d8007612fb/raw/,6,61,https://github.com/Netflix/flamescope
42644481,2,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:ec12bd5565ebe0ad86526693baa164ded9c41ed5/raw/,0,0,https://github.com/rougier/matplotlib-cheatsheet
45185488,0,TRUE,null,0,0,https://github.com/google/gif-for-cli
41539029,3,TRUE,null,12,203,https://github.com/pallets/werkzeug
45140755,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:8b32c36038fd5a417bb533faed99841a4baf190e/raw/,0,0,deb://Debian/packages/tryton-modules-sale-extra
42802486,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:0997c3fcab4de48d351c6f60acf6296545a0782b/raw/,2,14,https://github.com/joblib/joblib
43938353,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:7057f9f5b14e8c5da58b0394b713c8e902844bf3/raw/,1,9,https://github.com/asweigart/pyautogui
44969091,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:22ee995270a66e9cc362c8708628494025443a24/raw/,2,24,https://github.com/xinntao/BasicSR
42066274,1,TRUE,null,4,21,https://github.com/sloria/TextBlob
44408285,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:61b4c039e031e23b770633583b2192a4c31383ee/raw/,1,24,https://gitlab.com/BVollmerhaus/blurwal.git
45661429,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:9b7926eaa87bd538105cd94862d25cf3dc619fd8/raw/,0,0,deb://Debian/packages/tryton-modules-sale-supply
45355641,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:3d524556d78e1a7cc2032b6dce824e67895b13c3/raw/,2,78,https://github.com/Jrohy/multi-v2ray
45142109,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:980ef2f62192a8f38d3cb95b67760f249c529aec/raw/,5,85,https://github.com/PyQt5/PyQt
45618995,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:6d0ea22a5e1d396eeddcafeef65dff1a2752c2ed/raw/,0,0,deb://Debian/packages/tryton-modules-account-invoice-stock
45409109,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:cd9b4655b22392997341d2ef0578f577c441152a/raw/,1,5,https://gitlab.com/pyfml/prepare.git
45071168,13,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:735b66694dbe1ae7495acc2f1b7bd53dcffc7a46/raw/,7,150,https://github.com/encode/starlette
42862328,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:4cbe36402208b0b2ea5383b917b06438dc94da47/raw/,0,0,https://pypi.org/project/great-expectations/
45685245,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:106399333ed0a28ae7a45c1d6274cfd1f3939758/raw/,0,0,deb://Debian/packages/pydf
42906921,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:8ac7e0203eaab7592403148770c7f575a57bb717/raw/,1,5,https://gitlab.com/ricvelozo/scripts.git
45250928,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:7724cc882d19a825d5bb6105e5f210514a0c14bd/raw/,0,0,https://pypi.org/project/text-unidecode/
43697795,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:6f72e41d60943e72f9c16a113c5a67e4f7599ca7/raw/,2,24,https://gitlab.com/dansanti/facturacion_electronica.git
41836445,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:f0e68e2be3740b3835e2e3984f32f7088a625afe/raw/,4,26,https://github.com/fighting41love/funNLP
44020991,0,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:a91cefe87c05f30a1acff867d41190bb2c2f6e04/raw/,3,30,https://gitlab.com/pycqa/pep8-naming.git
42225720,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:f6a5412fd837cff1cb1d4f71dd585bab0c71749d/raw/,0,0,deb://Debian/packages/pathological
45653925,1,CHECKREADMECONTENT,https://archive.softwareheritage.org/api/1/content/sha1_git:e136b37ff8619735a3f00073da809e3187942dc7/raw/,0,0,https://pypi.org/project/google-auth-oauthlib/
40316035,7,TRUE,null,19,493,https://github.com/OWASP/CheatSheetSeries
